months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,fraud_reported,claim_severity_ratio,injury_ratio,vehicle_ratio,from_bind_to_incident_months,is_high_risk_hobby,incident_severity_encoded,claim_x_tenure
380,56,100/300,1000,1570.86,0,MALE,farming-fishing,other-relative,66000,0,Single Vehicle Collision,Side Collision,Police,VA,10,1,Unknown,0,1,YES,58160,Saab,1,37.02430515768433,0.125,0.75,122,1,3,7095520
389,53,500/1000,2000,791.47,0,MALE,armed-forces,unmarried,0,0,Vehicle Theft,Unknown,Police,NC,6,1,NO,1,2,NO,6300,Mercedes,1,7.959872136657106,0.1,0.7,201,1,1,1266300
317,46,250/500,1000,1012.78,0,MALE,sales,other-relative,43700,0,Single Vehicle Collision,Front Collision,Fire,WV,18,1,NO,2,1,NO,104610,Mercedes,1,103.28995438298544,0.18181818181818182,0.6363636363636364,186,0,2,19457460
264,44,100/300,500,1047.06,6000000,MALE,exec-managerial,wife,0,0,Multi-vehicle Collision,Rear Collision,Fire,SC,20,3,NO,0,2,NO,69850,Ford,0,66.71059920157393,0.18181818181818182,0.7272727272727273,59,0,2,4121150
20,21,250/500,1000,1390.29,0,FEMALE,priv-house-serv,other-relative,0,-41200,Single Vehicle Collision,Rear Collision,Fire,PA,14,1,NO,0,0,Unknown,62900,Accura,0,45.24235950772861,0.2,0.7,119,0,1,7485100
116,30,500/1000,500,951.46,0,MALE,handlers-cleaners,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Other,WV,8,3,NO,0,3,Unknown,59670,Volkswagen,1,62.714144577806735,0.1111111111111111,0.7777777777777778,158,0,2,9427860
222,40,100/300,1000,1226.78,0,MALE,armed-forces,unmarried,49600,-49200,Multi-vehicle Collision,Rear Collision,Other,NY,17,2,YES,2,0,Unknown,81500,BMW,0,66.43407946004989,0.2,0.7,24,0,1,1956000
439,56,100/300,500,1280.9,0,MALE,armed-forces,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Ambulance,NC,9,1,NO,2,0,Unknown,50000,Jeep,0,39.035053478023265,0.3,0.6,212,0,1,10600000
66,28,100/300,2000,1472.77,0,MALE,adm-clerical,husband,0,-31700,Single Vehicle Collision,Front Collision,Other,NY,0,1,Unknown,2,1,Unknown,48290,Nissan,0,32.788554899950434,0.18181818181818182,0.6363636363636364,252,0,3,12169080
128,29,500/1000,1000,1878.44,0,MALE,other-service,husband,0,-76000,Single Vehicle Collision,Rear Collision,Fire,VA,2,1,NO,0,0,Unknown,59070,Chevrolet,0,31.44630650965695,0.09090909090909091,0.8181818181818182,51,0,3,3012570
69,24,500/1000,500,1418.5,0,FEMALE,armed-forces,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Police,NY,23,3,Unknown,0,0,NO,63300,Dodge,0,44.62460345435319,0.2,0.7,271,0,1,17154300
294,46,100/300,500,1532.8,0,MALE,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Other,SC,8,1,NO,0,3,YES,65780,Mercedes,0,42.91492693110647,0.18181818181818182,0.6363636363636364,56,0,3,3683680
19,29,250/500,500,1304.35,0,MALE,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Ambulance,NY,6,3,NO,0,2,Unknown,75400,Dodge,1,57.8065703223828,0.15384615384615385,0.6923076923076923,147,1,3,11083800
191,33,500/1000,2000,1551.61,0,MALE,armed-forces,unmarried,45000,-30400,Vehicle Theft,Unknown,,WV,3,1,YES,1,1,NO,2250,Toyota,0,1.4501066634012414,0.1111111111111111,0.7777777777777778,83,0,1,186750
4,39,100/300,1000,1326.98,6000000,FEMALE,machine-op-inspct,unmarried,64200,0,Multi-vehicle Collision,Front Collision,Ambulance,VA,14,3,YES,1,3,Unknown,54120,Jeep,0,40.784337367556404,0.08333333333333333,0.75,220,0,1,11906400
298,49,250/500,500,862.92,0,MALE,machine-op-inspct,wife,0,-71700,Multi-vehicle Collision,Side Collision,Other,NY,16,3,NO,0,2,NO,69480,Saab,0,80.51731330830205,0.16666666666666666,0.6666666666666666,202,0,2,14034960
231,43,100/300,2000,1331.69,0,FEMALE,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Police,NY,12,1,Unknown,1,2,NO,66950,Chevrolet,0,50.27446327598765,0.15384615384615385,0.6923076923076923,57,0,1,3816150
338,47,250/500,2000,1486.04,0,FEMALE,armed-forces,own-child,0,-56200,Multi-vehicle Collision,Rear Collision,Other,OH,1,3,NO,2,3,Unknown,64100,Dodge,1,43.1347742994805,0.2,0.7,83,0,2,5320300
261,46,100/300,1000,870.55,0,MALE,prof-specialty,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Other,SC,19,1,Unknown,0,3,Unknown,80280,Chevrolet,0,92.21756360921258,0.16666666666666666,0.6666666666666666,172,0,1,13808160
321,44,500/1000,2000,1344.56,6000000,MALE,machine-op-inspct,husband,0,-39100,Vehicle Theft,Unknown,Police,NY,7,1,Unknown,1,2,NO,4680,Accura,0,3.4806925685726187,0.1111111111111111,0.8888888888888888,81,0,0,379080
0,32,500/1000,1000,1377.04,0,MALE,tech-support,wife,61400,-41100,Multi-vehicle Collision,Rear Collision,Ambulance,NY,6,4,Unknown,1,1,NO,39720,Accura,0,28.844478010805787,0.16666666666666666,0.6666666666666666,46,0,1,1827120
405,58,250/500,500,1237.88,0,MALE,exec-managerial,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Police,NY,11,1,Unknown,0,0,Unknown,63580,Mercedes,1,51.36200601027563,0.09090909090909091,0.8181818181818182,32,0,2,2034560
304,49,100/300,1000,1525.86,0,FEMALE,craft-repair,own-child,0,0,Single Vehicle Collision,Side Collision,Other,NC,2,1,YES,1,1,YES,73370,Saab,0,48.084358984441565,0.18181818181818182,0.7272727272727273,159,0,1,11665830
1,29,500/1000,500,854.58,0,FEMALE,craft-repair,other-relative,52200,0,Single Vehicle Collision,Side Collision,Police,SC,15,1,Unknown,2,3,YES,86790,Honda,0,101.55866039457979,0.09090909090909091,0.6363636363636364,103,0,1,8939370
26,39,250/500,1000,770.76,0,MALE,tech-support,husband,0,-53700,Single Vehicle Collision,Side Collision,Police,WV,0,1,NO,0,2,Unknown,49800,Mercedes,0,64.6115522341585,0.2,0.7,276,0,2,13744800
202,38,100/300,2000,1132.74,0,FEMALE,armed-forces,husband,0,-37500,Single Vehicle Collision,Side Collision,Other,WV,12,1,YES,1,1,NO,77440,Nissan,0,68.36520295919628,0.09090909090909091,0.7272727272727273,72,0,2,5575680
289,48,500/1000,500,1173.37,8000000,FEMALE,handlers-cleaners,own-child,0,-42700,Single Vehicle Collision,Front Collision,Other,SC,1,1,Unknown,1,0,Unknown,42900,Accura,0,36.561357457579454,0.2,0.8,232,0,3,9952800
61,26,100/300,2000,1188.28,6000000,FEMALE,farming-fishing,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Fire,VA,16,2,YES,1,0,NO,53820,Ford,1,45.29235533712593,0.2222222222222222,0.6666666666666666,42,0,2,2260440
334,46,100/300,1000,876.88,6000000,MALE,sales,other-relative,0,0,Single Vehicle Collision,Rear Collision,Police,WV,2,1,NO,2,1,NO,57330,Jeep,0,65.37952741538182,0.2222222222222222,0.6666666666666666,23,0,1,1318590
12,24,500/1000,1000,1143.95,0,FEMALE,tech-support,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Police,NY,13,3,NO,2,1,Unknown,53370,Nissan,0,46.65413698151143,0.1111111111111111,0.7777777777777778,242,0,1,12915540
86,29,100/300,2000,1409.06,0,MALE,prof-specialty,husband,74200,-68100,Single Vehicle Collision,Front Collision,Police,NY,0,1,NO,2,2,YES,62920,Accura,0,44.653882730330864,0.15384615384615385,0.6153846153846154,5,0,1,314600
83,24,500/1000,1000,1070.63,0,FEMALE,machine-op-inspct,unmarried,0,0,Multi-vehicle Collision,Front Collision,Fire,NY,0,3,Unknown,0,1,NO,61600,Honda,0,57.53621699373266,0.1,0.7,109,0,3,6714400
126,30,500/1000,2000,916.13,0,MALE,sales,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Police,NY,16,3,YES,2,0,NO,74160,Mercedes,0,80.94921026491873,0.08333333333333333,0.75,195,0,3,14461200
209,38,250/500,500,1191.5,0,MALE,priv-house-serv,husband,38600,-52900,Single Vehicle Collision,Rear Collision,Police,WV,8,1,NO,2,0,Unknown,80100,Audi,0,67.22618548048678,0.1111111111111111,0.7777777777777778,60,0,3,4806000
283,48,500/1000,1000,1474.66,0,FEMALE,sales,husband,0,-46200,Parked Car,Unknown,Police,NY,9,1,Unknown,2,3,NO,6560,Volkswagen,0,4.4484830401584095,0.125,0.75,145,0,0,951200
194,34,250/500,1000,1193.45,0,MALE,other-service,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Ambulance,WV,11,1,Unknown,2,1,YES,58800,Nissan,0,49.2689262222967,0.2,0.7,128,0,3,7526400
184,38,250/500,1000,1437.53,0,FEMALE,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Ambulance,PA,6,3,Unknown,0,2,NO,53730,Dodge,1,37.376611270721305,0.2222222222222222,0.6666666666666666,244,1,1,13110120
479,60,100/300,2000,1304.83,0,FEMALE,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Ambulance,NY,18,1,NO,0,0,NO,60600,Honda,0,46.442831633239585,0.08333333333333333,0.75,210,1,3,12726000
284,48,250/500,1000,1168.8,0,FEMALE,tech-support,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Other,NY,11,1,Unknown,0,3,YES,35750,Mercedes,0,30.586926762491444,0.18181818181818182,0.7272727272727273,287,0,3,10260250
65,27,100/300,1000,1164.97,0,FEMALE,adm-clerical,wife,43000,-42500,Single Vehicle Collision,Front Collision,Ambulance,WV,17,1,Unknown,1,2,YES,42840,Chevrolet,0,36.773479145385714,0.08333333333333333,0.75,159,0,3,6811560
222,39,250/500,1000,1232.72,0,MALE,armed-forces,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Fire,SC,21,3,Unknown,1,0,NO,87960,Jeep,1,71.35440327081575,0.16666666666666666,0.6666666666666666,36,0,2,3166560
196,41,250/500,2000,1800.76,0,MALE,protective-serv,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Ambulance,SC,0,3,NO,1,0,NO,47800,Jeep,0,26.544347941980053,0.1,0.8,162,0,1,7743600
253,43,500/1000,500,1187.01,7000000,FEMALE,tech-support,unmarried,46300,-33000,Vehicle Theft,Unknown,Police,NY,9,1,NO,0,1,Unknown,3840,Chevrolet,0,3.235019081557864,0.16666666666666666,0.6666666666666666,281,0,0,1079040
280,43,100/300,1000,1559.34,0,MALE,transport-moving,own-child,0,-51600,Single Vehicle Collision,Front Collision,Fire,NY,1,1,NO,0,2,Unknown,77000,Accura,0,49.37986584067619,0.18181818181818182,0.7272727272727273,30,0,3,2310000
5,26,250/500,2000,1137.02,0,FEMALE,farming-fishing,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Ambulance,WV,22,1,YES,1,3,Unknown,88110,Audi,0,77.49204059735096,0.18181818181818182,0.6363636363636364,5,0,3,440550
220,42,100/300,1000,1281.72,0,MALE,farming-fishing,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Fire,SC,20,4,NO,0,2,YES,47740,Honda,0,37.24682457947134,0.09090909090909091,0.8181818181818182,246,0,1,11744040
85,30,100/300,1000,796.35,0,FEMALE,craft-repair,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Fire,SC,9,3,YES,2,1,YES,58960,Ford,0,74.03779745086959,0.09090909090909091,0.7272727272727273,158,0,3,9315680
266,46,250/500,500,1270.02,0,FEMALE,tech-support,own-child,0,-45800,Parked Car,Unknown,Police,NC,5,1,NO,1,2,Unknown,2160,Toyota,0,1.7007606179430246,0.2222222222222222,0.6666666666666666,297,0,1,641520
41,26,100/300,1000,1383.13,0,FEMALE,prof-specialty,own-child,46700,0,Vehicle Theft,Unknown,Police,SC,12,1,YES,1,1,Unknown,6890,Jeep,0,4.981455105449235,0.07692307692307693,0.7692307692307693,107,0,0,737230
316,45,100/300,2000,1290.74,5000000,FEMALE,prof-specialty,husband,58300,0,Multi-vehicle Collision,Side Collision,Ambulance,VA,6,3,NO,2,0,YES,78870,Suburu,0,61.1044826998466,0.09090909090909091,0.7272727272727273,13,0,2,1025310
285,47,100/300,1000,1216.68,0,FEMALE,sales,other-relative,55100,0,Vehicle Theft,Unknown,Police,SC,8,1,NO,1,1,NO,2700,Ford,0,2.219153762698491,0.1111111111111111,0.7777777777777778,279,0,0,753300
379,54,100/300,500,1251.16,0,FEMALE,machine-op-inspct,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Ambulance,WV,14,1,Unknown,0,1,NO,75960,Jeep,0,60.71165957990984,0.08333333333333333,0.8333333333333334,157,0,3,11925720
15,34,250/500,2000,1586.41,0,FEMALE,sales,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Police,WV,10,1,YES,1,3,Unknown,75570,BMW,1,47.635857060911114,0.09090909090909091,0.7272727272727273,117,0,2,8841690
354,48,500/1000,2000,1526.11,5000000,FEMALE,sales,unmarried,0,0,Single Vehicle Collision,Front Collision,Police,SC,12,1,Unknown,2,3,YES,90240,Chevrolet,0,59.130731074431075,0.16666666666666666,0.6666666666666666,140,0,1,12633600
342,53,100/300,1000,1028.44,0,FEMALE,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Ambulance,SC,12,1,Unknown,0,0,NO,80960,Accura,0,78.72116992726848,0.18181818181818182,0.7272727272727273,110,0,2,8905600
169,38,100/300,1000,1555.94,0,MALE,craft-repair,own-child,23300,0,Multi-vehicle Collision,Front Collision,Other,VA,12,3,NO,1,3,YES,79080,Mercedes,0,50.82458192475288,0.08333333333333333,0.75,120,0,3,9489600
339,49,500/1000,2000,1570.77,0,MALE,adm-clerical,not-in-family,98800,-65300,Vehicle Theft,Unknown,,SC,13,1,NO,0,3,NO,6820,Mercedes,0,4.341819617130452,0.18181818181818182,0.7272727272727273,251,0,1,1711820
259,42,100/300,2000,1170.53,0,FEMALE,armed-forces,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Fire,WV,17,3,NO,1,2,YES,62590,Nissan,0,53.471504361272245,0.09090909090909091,0.7272727272727273,227,0,3,14207930
65,23,250/500,1000,1099.95,0,FEMALE,sales,wife,0,-71900,Single Vehicle Collision,Side Collision,Other,NY,14,1,NO,1,0,YES,52400,Accura,1,47.63852902404655,0.125,0.75,181,0,2,9484400
254,46,250/500,2000,1472.43,0,MALE,tech-support,husband,0,-90600,Multi-vehicle Collision,Front Collision,Ambulance,WV,3,3,Unknown,1,3,YES,63580,Volkswagen,0,43.18032096602215,0.09090909090909091,0.7272727272727273,125,0,2,7947500
440,55,250/500,500,1275.62,0,FEMALE,priv-house-serv,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Police,NY,18,3,YES,2,1,NO,61400,Nissan,0,48.133456672049675,0.1,0.8,26,0,1,1596400
478,63,250/500,1000,1292.3,0,MALE,adm-clerical,own-child,47600,0,Parked Car,Unknown,,VA,5,1,YES,1,3,NO,4700,Dodge,1,3.636926410276252,0.2,0.7,67,0,1,314900
230,44,250/500,2000,1009.37,0,FEMALE,prof-specialty,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Fire,SC,19,1,NO,0,2,YES,74140,BMW,0,73.45175703656736,0.18181818181818182,0.6363636363636364,175,0,3,12974500
138,30,500/1000,500,1093.07,4000000,FEMALE,other-service,wife,27700,-72400,Single Vehicle Collision,Front Collision,Other,VA,0,1,Unknown,2,2,NO,83160,Volkswagen,0,76.07929958740063,0.08333333333333333,0.75,155,0,2,12889800
239,41,250/500,1000,1325.44,7000000,FEMALE,farming-fishing,other-relative,51400,-6300,Parked Car,Unknown,Police,NC,22,1,Unknown,0,2,YES,10790,Mercedes,0,8.140692901979719,0.15384615384615385,0.7692307692307693,15,0,0,161850
93,31,100/300,2000,1017.18,0,FEMALE,prof-specialty,husband,0,0,Multi-vehicle Collision,Rear Collision,Police,NC,21,3,YES,1,3,NO,48070,Saab,0,47.2581057433296,0.18181818181818182,0.6363636363636364,85,0,2,4085950
37,25,100/300,1000,1221.17,0,FEMALE,protective-serv,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Ambulance,SC,4,3,YES,0,0,YES,51030,Suburu,0,41.78779367328054,0.1111111111111111,0.6666666666666666,142,0,1,7246260
254,40,100/300,500,1927.87,0,MALE,prof-specialty,husband,0,0,Single Vehicle Collision,Front Collision,Fire,VA,10,1,YES,0,1,Unknown,43280,Honda,1,22.44964650106076,0.0,0.875,247,0,1,10690160
131,29,250/500,1000,978.27,0,FEMALE,sales,own-child,65700,0,Single Vehicle Collision,Front Collision,Fire,SC,5,1,Unknown,1,3,NO,76400,Suburu,0,78.0970488719883,0.2,0.7,18,0,2,1375200
230,43,100/300,2000,1221.14,0,MALE,prof-specialty,wife,48100,0,Single Vehicle Collision,Side Collision,Ambulance,VA,13,1,Unknown,0,2,Unknown,75460,Audi,0,61.794716412532544,0.18181818181818182,0.6363636363636364,150,0,3,11319000
313,50,100/300,2000,1255.62,0,MALE,armed-forces,unmarried,0,0,Multi-vehicle Collision,Side Collision,Other,OH,18,3,YES,2,1,YES,69000,Ford,1,54.952931619439006,0.2,0.7,127,0,2,8763000
210,38,250/500,500,999.52,0,MALE,tech-support,other-relative,0,0,Vehicle Theft,Unknown,Police,VA,6,1,Unknown,1,2,NO,8640,Accura,0,8.644149191611973,0.16666666666666666,0.75,192,0,1,1658880
101,29,250/500,500,1380.89,0,MALE,armed-forces,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Ambulance,SC,0,3,Unknown,2,1,Unknown,67210,BMW,0,48.671508954370005,0.18181818181818182,0.6363636363636364,6,0,1,403260
153,37,500/1000,500,1010.77,0,MALE,transport-moving,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Ambulance,NC,5,3,Unknown,0,3,NO,42500,Volkswagen,0,42.04715217111707,0.1,0.8,110,0,3,4675000
337,53,100/300,500,1205.86,0,MALE,armed-forces,wife,0,-34600,Single Vehicle Collision,Rear Collision,Fire,SC,8,1,YES,0,1,NO,86400,Accura,0,71.65010863616008,0.16666666666666666,0.75,176,0,1,15206400
360,51,500/1000,1000,1526.61,0,MALE,handlers-cleaners,not-in-family,0,-32900,Vehicle Theft,Unknown,Police,SC,5,1,YES,2,2,Unknown,4620,Dodge,1,3.0263132037652056,0.18181818181818182,0.6363636363636364,158,1,1,729960
428,53,100/300,1000,1496.44,0,FEMALE,tech-support,unmarried,0,0,Parked Car,Unknown,Police,NC,9,1,YES,2,2,NO,6930,Honda,0,4.630990885033813,0.09090909090909091,0.7272727272727273,9,0,0,62370
204,40,100/300,500,1256.2,0,FEMALE,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Other,SC,10,3,YES,1,2,YES,41700,Saab,0,33.19535105874861,0.2,0.6,287,0,1,11967900
364,51,100/300,500,1268.35,0,MALE,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Other,NY,16,1,YES,2,1,NO,77330,Volkswagen,1,60.96897544053298,0.18181818181818182,0.6363636363636364,272,0,2,21033760
185,35,500/1000,2000,1421.59,0,MALE,other-service,own-child,0,0,Vehicle Theft,Unknown,Police,WV,8,1,Unknown,2,3,YES,4950,Ford,0,3.482016615198475,0.18181818181818182,0.7272727272727273,178,0,0,881100
63,26,500/1000,500,1500.04,6000000,MALE,craft-repair,own-child,0,-36500,Vehicle Theft,Unknown,Police,NC,5,1,NO,0,2,YES,5160,Accura,0,3.4399082691128235,0.16666666666666666,0.6666666666666666,232,0,1,1197120
210,35,100/300,500,1433.24,0,FEMALE,exec-managerial,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Fire,WV,11,3,NO,2,1,Unknown,24570,Saab,1,17.142976751974548,0.1111111111111111,0.7777777777777778,9,0,3,221130
194,38,100/300,2000,1231.25,0,FEMALE,craft-repair,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Ambulance,WV,15,3,Unknown,1,0,Unknown,53680,Toyota,0,43.59796954314721,0.09090909090909091,0.7272727272727273,47,0,1,2522960
294,49,500/1000,500,1135.43,0,MALE,farming-fishing,own-child,22700,0,Multi-vehicle Collision,Side Collision,Police,WV,23,3,YES,1,1,YES,42900,Chevrolet,0,37.78304254775723,0.09090909090909091,0.8181818181818182,228,0,3,9781200
272,41,250/500,2000,945.73,5000000,MALE,protective-serv,wife,38600,-42800,Single Vehicle Collision,Front Collision,Fire,NY,23,1,NO,0,0,NO,84100,Ford,1,88.92601482452709,0.2,0.7,285,1,1,23968500
27,27,100/300,2000,1118.76,0,FEMALE,adm-clerical,own-child,0,-55800,Single Vehicle Collision,Front Collision,Fire,NY,23,1,Unknown,1,3,Unknown,61560,Ford,0,55.02520647860131,0.1111111111111111,0.7777777777777778,151,0,3,9295560
251,39,500/1000,2000,1231.98,0,FEMALE,other-service,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Police,NY,10,1,YES,0,0,Unknown,44240,Dodge,0,35.909673858341854,0.125,0.75,188,0,1,8317120
180,33,500/1000,2000,1005.47,0,FEMALE,protective-serv,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Ambulance,VA,12,4,Unknown,2,3,YES,57700,Jeep,0,57.386098043700954,0.2,0.7,69,0,1,3981300
392,50,100/300,2000,1108.97,0,FEMALE,exec-managerial,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Other,WV,4,1,NO,2,2,YES,108030,Saab,0,97.41471816189798,0.15384615384615385,0.6923076923076923,280,0,1,30248400
143,30,100/300,500,1392.39,5000000,FEMALE,exec-managerial,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Fire,SC,16,1,NO,2,0,YES,54300,Toyota,0,38.99769461142352,0.2,0.7,277,0,1,15041100
371,54,100/300,2000,1317.97,0,MALE,craft-repair,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Ambulance,SC,18,3,Unknown,1,2,Unknown,32280,Ford,1,24.49221150709045,0.16666666666666666,0.6666666666666666,32,0,2,1032960
292,42,250/500,1000,1588.22,0,MALE,machine-op-inspct,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Other,WV,15,3,YES,1,1,NO,84600,Chevrolet,0,53.26717960987772,0.2,0.7,94,0,3,7952400
165,35,250/500,500,900.02,6000000,MALE,craft-repair,own-child,0,-49900,Single Vehicle Collision,Front Collision,Other,SC,8,1,NO,1,3,YES,69700,BMW,0,77.44272349503345,0.1,0.8,25,0,3,1742500
158,33,100/300,1000,1744.64,3000000,MALE,prof-specialty,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Ambulance,WV,4,3,NO,0,1,NO,36400,Volkswagen,0,20.863903154805573,0.1,0.7,13,0,3,473200
241,39,250/500,1000,1260.56,0,FEMALE,adm-clerical,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Police,SC,20,3,NO,0,2,YES,37520,Jeep,0,29.76454908929365,0.125,0.75,117,0,1,4389840
103,33,500/1000,2000,1021.14,0,FEMALE,other-service,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Ambulance,NY,1,3,NO,2,3,Unknown,79090,Dodge,0,77.45265095873239,0.18181818181818182,0.6363636363636364,244,0,2,19297960
402,54,250/500,2000,1285.09,0,MALE,farming-fishing,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Other,NY,19,1,NO,0,2,YES,67770,Mercedes,1,52.735606066501184,0.1111111111111111,0.6666666666666666,138,0,2,9352260
102,32,100/300,500,1537.07,3000000,MALE,tech-support,wife,0,0,Single Vehicle Collision,Side Collision,Other,OH,11,1,NO,1,0,NO,47400,Chevrolet,1,30.83789287410463,0.2,0.7,5,1,3,237000
182,40,100/300,1000,1022.42,0,MALE,other-service,husband,50000,-56900,Single Vehicle Collision,Front Collision,Other,SC,13,1,YES,0,2,Unknown,71100,Audi,0,69.54089317501614,0.1,0.7,38,0,3,2701800
282,46,100/300,2000,1558.86,0,MALE,other-service,wife,51100,-75100,Single Vehicle Collision,Front Collision,Police,NY,2,1,Unknown,2,2,NO,69400,BMW,0,44.51971312369296,0.2,0.7,282,0,1,19570800
222,39,500/1000,500,1757.87,0,MALE,transport-moving,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Other,SC,9,3,YES,2,1,Unknown,55000,Saab,1,31.287865428046445,0.09090909090909091,0.7272727272727273,130,0,2,7150000
415,52,250/500,1000,973.5,0,MALE,machine-op-inspct,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Police,WV,15,2,YES,1,3,YES,51090,Toyota,0,52.48073959938367,0.15384615384615385,0.6923076923076923,0,0,3,0
51,34,500/1000,500,1430.8,0,MALE,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Side Collision,Fire,NY,23,1,Unknown,2,3,NO,64200,Honda,1,44.870002795638804,0.1,0.6,13,0,2,834600
255,45,500/1000,500,1192.27,0,MALE,sales,own-child,0,-40200,Single Vehicle Collision,Front Collision,Other,NC,16,1,NO,2,0,YES,67320,Ford,0,56.46372046600183,0.18181818181818182,0.6363636363636364,290,0,3,19522800
143,31,250/500,500,1163.83,0,MALE,protective-serv,husband,37700,0,Multi-vehicle Collision,Side Collision,Other,NC,21,4,YES,2,0,Unknown,76120,Audi,0,65.40474124227765,0.09090909090909091,0.7272727272727273,7,0,2,532840
130,28,500/1000,1000,1003.15,0,FEMALE,farming-fishing,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Ambulance,SC,21,2,YES,2,1,NO,85020,Ford,0,84.75302796191995,0.15384615384615385,0.6923076923076923,277,0,1,23550540
242,41,250/500,2000,1153.54,6000000,MALE,protective-serv,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Fire,NY,3,3,NO,0,1,Unknown,68090,Toyota,0,59.02699516271651,0.18181818181818182,0.6363636363636364,292,0,1,19882280
96,27,100/300,1000,1631.1,0,FEMALE,priv-house-serv,wife,0,0,Parked Car,Unknown,Police,WV,4,1,Unknown,1,2,NO,6030,Nissan,0,3.696891668199375,0.1111111111111111,0.7777777777777778,71,0,0,428130
180,35,500/1000,1000,1252.48,0,MALE,machine-op-inspct,wife,0,-55800,Vehicle Theft,Unknown,,OH,17,1,Unknown,1,3,NO,5100,Chevrolet,0,4.071921308124681,0.2,0.7,114,0,1,581400
150,30,100/300,1000,1677.26,0,MALE,sales,own-child,40100,0,Vehicle Theft,Unknown,Police,WV,7,1,YES,1,3,YES,4590,Volkswagen,0,2.7366061314286396,0.1111111111111111,0.7777777777777778,249,0,0,1142910
463,59,250/500,1000,979.73,0,FEMALE,exec-managerial,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Other,SC,14,2,Unknown,1,2,NO,72400,Chevrolet,1,73.89791064885223,0.1,0.7,246,0,2,17810400
472,64,250/500,500,989.24,0,MALE,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Fire,NY,13,1,NO,2,3,NO,70900,Mercedes,0,71.67118191743157,0.2,0.7,29,0,2,2056100
75,25,500/1000,1000,1389.86,0,FEMALE,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Other,WV,23,2,Unknown,2,3,YES,65100,Saab,0,46.83924999640252,0.1,0.8,37,0,3,2408700
193,40,100/300,500,1233.85,0,FEMALE,handlers-cleaners,husband,0,0,Multi-vehicle Collision,Side Collision,Ambulance,PA,23,3,Unknown,2,1,YES,64260,Ford,0,52.08088503464765,0.0,0.7777777777777778,120,1,3,7711200
